表章項目,年齢5歳階級,男女別,全国・都道府県,時間軸（年月日現在）,@unit,$
人口,80～84歳,男,福島県,2022年10月1日現在,人,34537
人口,80～84歳,男,茨城県,2022年10月1日現在,人,59039
人口,80～84歳,男,栃木県,2022年10月1日現在,人,35700
人口,80～84歳,男,群馬県,2022年10月1日現在,人,38992
人口,80～84歳,男,埼玉県,2022年10月1日現在,人,146375
人口,80～84歳,男,千葉県,2022年10月1日現在,人,125973
人口,80～84歳,男,東京都,2022年10月1日現在,人,211840
人口,80～84歳,男,神奈川県,2022年10月1日現在,人,169614
人口,80～84歳,男,新潟県,2022年10月1日現在,人,45312
人口,80～84歳,男,富山県,2022年10月1日現在,人,21517
人口,80～84歳,男,石川県,2022年10月1日現在,人,21255
人口,80～84歳,男,福井県,2022年10月1日現在,人,14592
人口,80～84歳,男,山梨県,2022年10月1日現在,人,16604
人口,80～84歳,男,長野県,2022年10月1日現在,人,44542
人口,80～84歳,男,岐阜県,2022年10月1日現在,人,41003
人口,80～84歳,男,静岡県,2022年10月1日現在,人,75047
人口,80～84歳,男,愛知県,2022年10月1日現在,人,137753
人口,80～84歳,男,三重県,2022年10月1日現在,人,35936
人口,80～84歳,男,滋賀県,2022年10月1日現在,人,24911
人口,80～84歳,男,京都府,2022年10月1日現在,人,51560
人口,80～84歳,男,大阪府,2022年10月1日現在,人,175795
人口,80～84歳,男,兵庫県,2022年10月1日現在,人,107473
人口,80～84歳,男,奈良県,2022年10月1日現在,人,30266
人口,80～84歳,男,和歌山県,2022年10月1日現在,人,20057
人口,80～84歳,男,鳥取県,2022年10月1日現在,人,10187
人口,80～84歳,男,島根県,2022年10月1日現在,人,13129
人口,80～84歳,男,岡山県,2022年10月1日現在,人,37279
人口,80～84歳,男,広島県,2022年10月1日現在,人,53697
人口,80～84歳,男,山口県,2022年10月1日現在,人,28985
人口,80～84歳,男,徳島県,2022年10月1日現在,人,14870
人口,80～84歳,男,香川県,2022年10月1日現在,人,18963
人口,80～84歳,男,愛媛県,2022年10月1日現在,人,26979
人口,80～84歳,男,高知県,2022年10月1日現在,人,14924
人口,80～84歳,男,福岡県,2022年10月1日現在,人,86914
人口,80～84歳,男,佐賀県,2022年10月1日現在,人,14431
人口,80～84歳,男,長崎県,2022年10月1日現在,人,25486
人口,80～84歳,男,熊本県,2022年10月1日現在,人,32397
人口,80～84歳,男,大分県,2022年10月1日現在,人,22854
人口,80～84歳,男,宮崎県,2022年10月1日現在,人,20951
人口,80～84歳,男,鹿児島県,2022年10月1日現在,人,30808
人口,80～84歳,男,沖縄県,2022年10月1日現在,人,21158
人口,80～84歳,女,全国,2022年10月1日現在,人,3350420
人口,80～84歳,女,北海道,2022年10月1日現在,人,157644
人口,80～84歳,女,青森県,2022年10月1日現在,人,39080
人口,80～84歳,女,岩手県,2022年10月1日現在,人,38237
人口,80～84歳,女,宮城県,2022年10月1日現在,人,56104
人口,80～84歳,女,秋田県,2022年10月1日現在,人,33443
人口,80～84歳,女,山形県,2022年10月1日現在,人,31568
人口,80～84歳,女,福島県,2022年10月1日現在,人,49693
人口,80～84歳,女,茨城県,2022年10月1日現在,人,73019
人口,80～84歳,女,栃木県,2022年10月1日現在,人,46788
人口,80～84歳,女,群馬県,2022年10月1日現在,人,51666
人口,80～84歳,女,埼玉県,2022年10月1日現在,人,187669
人口,80～84歳,女,千葉県,2022年10月1日現在,人,161592
人口,80～84歳,女,東京都,2022年10月1日現在,人,314543
人口,80～84歳,女,神奈川県,2022年10月1日現在,人,228427
人口,80～84歳,女,新潟県,2022年10月1日現在,人,63480
人口,80～84歳,女,富山県,2022年10月1日現在,人,30338
人口,80～84歳,女,石川県,2022年10月1日現在,人,29801
人口,80～84歳,女,福井県,2022年10月1日現在,人,20279
人口,80～84歳,女,山梨県,2022年10月1日現在,人,22371
人口,80～84歳,女,長野県,2022年10月1日現在,人,58593
人口,80～84歳,女,岐阜県,2022年10月1日現在,人,55194
人口,80～84歳,女,静岡県,2022年10月1日現在,人,100058
人口,80～84歳,女,愛知県,2022年10月1日現在,人,181286
人口,80～84歳,女,三重県,2022年10月1日現在,人,48269
人口,80～84歳,女,滋賀県,2022年10月1日現在,人,31867
人口,80～84歳,女,京都府,2022年10月1日現在,人,72278
人口,80～84歳,女,大阪府,2022年10月1日現在,人,250523
人口,80～84歳,女,兵庫県,2022年10月1日現在,人,151302
人口,80～84歳,女,奈良県,2022年10月1日現在,人,39524
人口,80～84歳,女,和歌山県,2022年10月1日現在,人,29031
人口,80～84歳,女,鳥取県,2022年10月1日現在,人,15488
人口,80～84歳,女,島根県,2022年10月1日現在,人,19618
人口,80～84歳,女,岡山県,2022年10月1日現在,人,51681
人口,80～84歳,女,広島県,2022年10月1日現在,人,74948
人口,80～84歳,女,山口県,2022年10月1日現在,人,43592
人口,80～84歳,女,徳島県,2022年10月1日現在,人,21185
人口,80～84歳,女,香川県,2022年10月1日現在,人,26069
人口,80～84歳,女,愛媛県,2022年10月1日現在,人,40088
人口,80～84歳,女,高知県,2022年10月1日現在,人,22053
人口,80～84歳,女,福岡県,2022年10月1日現在,人,132665
人口,80～84歳,女,佐賀県,2022年10月1日現在,人,22285
人口,80～84歳,女,長崎県,2022年10月1日現在,人,39994
人口,80～84歳,女,熊本県,2022年10月1日現在,人,49164
人口,80～84歳,女,大分県,2022年10月1日現在,人,33661
人口,80～84歳,女,宮崎県,2022年10月1日現在,人,30867
人口,80～84歳,女,鹿児島県,2022年10月1日現在,人,45359
人口,80～84歳,女,沖縄県,2022年10月1日現在,人,28036
人口,85歳以上,男女計,全国,2022年10月1日現在,人,6591961
人口,85歳以上,男女計,北海道,2022年10月1日現在,人,314164
人口,85歳以上,男女計,青森県,2022年10月1日現在,人,78586
人口,85歳以上,男女計,岩手県,2022年10月1日現在,人,83796
人口,85歳以上,男女計,宮城県,2022年10月1日現在,人,120283
人口,85歳以上,男女計,秋田県,2022年10月1日現在,人,76391
人口,85歳以上,男女計,山形県,2022年10月1日現在,人,76791
人口,85歳以上,男女計,福島県,2022年10月1日現在,人,112394
人口,85歳以上,男女計,茨城県,2022年10月1日現在,人,141033
人口,85歳以上,男女計,栃木県,2022年10月1日現在,人,94171
人口,85歳以上,男女計,群馬県,2022年10月1日現在,人,103466
人口,85歳以上,男女計,埼玉県,2022年10月1日現在,人,306044
人口,85歳以上,男女計,千葉県,2022年10月1日現在,人,280902
人口,85歳以上,男女計,東京都,2022年10月1日現在,人,598391
人口,85歳以上,男女計,神奈川県,2022年10月1日現在,人,415148
人口,85歳以上,男女計,新潟県,2022年10月1日現在,人,144203
人口,85歳以上,男女計,富山県,2022年10月1日現在,人,65011
人口,85歳以上,男女計,石川県,2022年10月1日現在,人,62386
人口,85歳以上,男女計,福井県,2022年10月1日現在,人,46979
人口,85歳以上,男女計,山梨県,2022年10月1日現在,人,48227
人口,85歳以上,男女計,長野県,2022年10月1日現在,人,136507
人口,85歳以上,男女計,岐阜県,2022年10月1日現在,人,108371
人口,85歳以上,男女計,静岡県,2022年10月1日現在,人,197283
人口,85歳以上,男女計,愛知県,2022年10月1日現在,人,317284
人口,85歳以上,男女計,三重県,2022年10月1日現在,人,97399
人口,85歳以上,男女計,滋賀県,2022年10月1日現在,人,65519
人口,85歳以上,男女計,京都府,2022年10月1日現在,人,139183
人口,85歳以上,男女計,大阪府,2022年10月1日現在,人,417016
人口,85歳以上,男女計,兵庫県,2022年10月1日現在,人,289473
人口,85歳以上,男女計,奈良県,2022年10月1日現在,人,73913
人口,85歳以上,男女計,和歌山県,2022年10月1日現在,人,59669
人口,85歳以上,男女計,鳥取県,2022年10月1日現在,人,37696
人口,85歳以上,男女計,島根県,2022年10月1日現在,人,51723
人口,85歳以上,男女計,岡山県,2022年10月1日現在,人,113449
人口,85歳以上,男女計,広島県,2022年10月1日現在,人,154354
人口,85歳以上,男女計,山口県,2022年10月1日現在,人,91116
人口,85歳以上,男女計,徳島県,2022年10月1日現在,人,49198
人口,85歳以上,男女計,香川県,2022年10月1日現在,人,59411
人口,85歳以上,男女計,愛媛県,2022年10月1日現在,人,87930
人口,85歳以上,男女計,高知県,2022年10月1日現在,人,51791
人口,85歳以上,男女計,福岡県,2022年10月1日現在,人,261226
人口,85歳以上,男女計,佐賀県,2022年10月1日現在,人,49374
人口,85歳以上,男女計,長崎県,2022年10月1日現在,人,85017
人口,85歳以上,男女計,熊本県,2022年10月1日現在,人,114075
人口,85歳以上,男女計,大分県,2022年10月1日現在,人,75484
人口,85歳以上,男女計,宮崎県,2022年10月1日現在,人,70741
人口,85歳以上,男女計,鹿児島県,2022年10月1日現在,人,107763
人口,85歳以上,男女計,沖縄県,2022年10月1日現在,人,61630
人口,85歳以上,男,全国,2022年10月1日現在,人,2111483
人口,85歳以上,男,北海道,2022年10月1日現在,人,99812
人口,85歳以上,男,青森県,2022年10月1日現在,人,22427
人口,85歳以上,男,岩手県,2022年10月1日現在,人,25437
人口,85歳以上,男,宮城県,2022年10月1日現在,人,38058
人口,85歳以上,男,秋田県,2022年10月1日現在,人,22387
人口,85歳以上,男,山形県,2022年10月1日現在,人,23557
人口,85歳以上,男,福島県,2022年10月1日現在,人,34288
人口,85歳以上,男,茨城県,2022年10月1日現在,人,46760
人口,85歳以上,男,栃木県,2022年10月1日現在,人,30204
人口,85歳以上,男,群馬県,2022年10月1日現在,人,33734
人口,85歳以上,男,埼玉県,2022年10月1日現在,人,106805
人口,85歳以上,男,千葉県,2022年10月1日現在,人,97480
人口,85歳以上,男,東京都,2022年10月1日現在,人,191077
人口,85歳以上,男,神奈川県,2022年10月1日現在,人,140844
人口,85歳以上,男,新潟県,2022年10月1日現在,人,44101
人口,85歳以上,男,富山県,2022年10月1日現在,人,19340
人口,85歳以上,男,石川県,2022年10月1日現在,人,18711
人口,85歳以上,男,福井県,2022年10月1日現在,人,14647
人口,85歳以上,男,山梨県,2022年10月1日現在,人,15706
人口,85歳以上,男,長野県,2022年10月1日現在,人,45534
人口,85歳以上,男,岐阜県,2022年10月1日現在,人,35676
人口,85歳以上,男,静岡県,2022年10月1日現在,人,64620
人口,85歳以上,男,愛知県,2022年10月1日現在,人,106608
人口,85歳以上,男,三重県,2022年10月1日現在,人,32058
人口,85歳以上,男,滋賀県,2022年10月1日現在,人,21683
人口,85歳以上,男,京都府,2022年10月1日現在,人,44935
人口,85歳以上,男,大阪府,2022年10月1日現在,人,134494
人口,85歳以上,男,兵庫県,2022年10月1日現在,人,92491
人口,85歳以上,男,奈良県,2022年10月1日現在,人,24937
人口,85歳以上,男,和歌山県,2022年10月1日現在,人,18245
人口,85歳以上,男,鳥取県,2022年10月1日現在,人,11014
人口,85歳以上,男,島根県,2022年10月1日現在,人,15615
人口,85歳以上,男,岡山県,2022年10月1日現在,人,35676
人口,85歳以上,男,広島県,2022年10月1日現在,人,48450
人口,85歳以上,男,山口県,2022年10月1日現在,人,27441
人口,85歳以上,男,徳島県,2022年10月1日現在,人,15011
人口,85歳以上,男,香川県,2022年10月1日現在,人,19002
人口,85歳以上,男,愛媛県,2022年10月1日現在,人,26971
人口,85歳以上,男,高知県,2022年10月1日現在,人,15341
人口,85歳以上,男,福岡県,2022年10月1日現在,人,76222
人口,85歳以上,男,佐賀県,2022年10月1日現在,人,14626
人口,85歳以上,男,長崎県,2022年10月1日現在,人,25662
人口,85歳以上,男,熊本県,2022年10月1日現在,人,35405
人口,85歳以上,男,大分県,2022年10月1日現在,人,23218
人口,85歳以上,男,宮崎県,2022年10月1日現在,人,21955
人口,85歳以上,男,鹿児島県,2022年10月1日現在,人,33010
人口,85歳以上,男,沖縄県,2022年10月1日現在,人,20208
人口,85歳以上,女,全国,2022年10月1日現在,人,4480478
人口,85歳以上,女,北海道,2022年10月1日現在,人,214352
人口,85歳以上,女,青森県,2022年10月1日現在,人,56159
人口,85歳以上,女,岩手県,2022年10月1日現在,人,58359
人口,85歳以上,女,宮城県,2022年10月1日現在,人,82225
人口,85歳以上,女,秋田県,2022年10月1日現在,人,54004
人口,85歳以上,女,山形県,2022年10月1日現在,人,53234
人口,85歳以上,女,福島県,2022年10月1日現在,人,78106
人口,85歳以上,女,茨城県,2022年10月1日現在,人,94273
人口,85歳以上,女,栃木県,2022年10月1日現在,人,63967
人口,85歳以上,女,群馬県,2022年10月1日現在,人,69732
人口,85歳以上,女,埼玉県,2022年10月1日現在,人,199239
人口,85歳以上,女,千葉県,2022年10月1日現在,人,183422
人口,85歳以上,女,東京都,2022年10月1日現在,人,407314
人口,85歳以上,女,神奈川県,2022年10月1日現在,人,274304
人口,85歳以上,女,新潟県,2022年10月1日現在,人,100102
人口,85歳以上,女,富山県,2022年10月1日現在,人,45671
人口,85歳以上,女,石川県,2022年10月1日現在,人,43675
人口,85歳以上,女,福井県,2022年10月1日現在,人,32332
人口,85歳以上,女,山梨県,2022年10月1日現在,人,32521
人口,85歳以上,女,長野県,2022年10月1日現在,人,90973
人口,85歳以上,女,岐阜県,2022年10月1日現在,人,72695
人口,85歳以上,女,静岡県,2022年10月1日現在,人,132663
人口,85歳以上,女,愛知県,2022年10月1日現在,人,210676
人口,85歳以上,女,三重県,2022年10月1日現在,人,65341
人口,85歳以上,女,滋賀県,2022年10月1日現在,人,43836
人口,85歳以上,女,京都府,2022年10月1日現在,人,94248
人口,85歳以上,女,大阪府,2022年10月1日現在,人,282522
人口,85歳以上,女,兵庫県,2022年10月1日現在,人,196982
人口,85歳以上,女,奈良県,2022年10月1日現在,人,48976
人口,85歳以上,女,和歌山県,2022年10月1日現在,人,41424
人口,85歳以上,女,鳥取県,2022年10月1日現在,人,26682
人口,85歳以上,女,島根県,2022年10月1日現在,人,36108
人口,85歳以上,女,岡山県,2022年10月1日現在,人,77773
人口,85歳以上,女,広島県,2022年10月1日現在,人,105904
人口,85歳以上,女,山口県,2022年10月1日現在,人,63675
人口,85歳以上,女,徳島県,2022年10月1日現在,人,34187
人口,85歳以上,女,香川県,2022年10月1日現在,人,40409
人口,85歳以上,女,愛媛県,2022年10月1日現在,人,60959
人口,85歳以上,女,高知県,2022年10月1日現在,人,36450
人口,85歳以上,女,福岡県,2022年10月1日現在,人,185004
